document_id,views,depth,full_reads_percent
5e2fe9459a79479d102bada65-GHTZ4MQo-zKt9cuxuQ1Q,1,1,1
625838b29a7947c784813bd3smUymWp1TKip9dJLWTUvrA,1,1,1
620f04589a794748fc3db537YN0ZAEohRqqkJ-cLg1HYdQ,1,1,1
6283fc7c9a794721ff5d00d6yBschGFFRcSFmxSdBcRXFg,1,1,1
62447df49a79477ae40d4c5canHoKyvcSouQrdYRINWRtw,1,1,1
62583dec9a7947c8eca16066lvQct_MfT7edNqzwc17eCw,1,1,1
62610de69a79477101c8af39lSmCtqNcTFGRBwtyx8P5YA,1,1,1
6253f9d49a7947b8916857b2mgH7lcMeR0GspwV84ddxFQ,1,1,1
623939819a7947a07f089525dasbcj2TTFqhQNqX_QxJAw,1,1,1
62869eb89a79470f0d38ebe5ayhPAO93QJS0cy58ue1YZA,1,1,1
6268faf09a79476544ffd486NSkGIq0cRduFM2aArVohsA,1,1,1
620fef1c9a7947b2de6c18f6rwBF3WoeQbm1jgCkN6cGAQ,1,1,1
62738b489a7947708258b5f2ZadOxAXvTneB1jXwmkYecg,1,1,1
620aa7ac9a79472957f8cfe2O4Gigf4YQZ2rTuQzUvcGWg,1,1,1
620d3d1c9a79472f32ba3cbbVS07f1ZkSQqJablObUTylQ,1,1,1
626e7f949a79471e436bf0e6-xUF6xlWTbSw1Ggu2o_eeQ,1,1,1
61fc74c89a794726d6584b55dLd4LJ2MQlm1MlEMh-eQGw,1,1,1
625fa5729a7947735fe16b25JWL07s7DQ1GWKDeWBJn46w,1,1,1
625fca8d9a79470125f992d3pfqlAMVFSC2nmnZ1mJV2yA,1,1,1
627004029a7947784af09afeNz3Mwkp5SJS_zRSOiBLOqA,1,1,1
624a92ed9a7947c4ac70f7a1cZ5-bQvwRsq9aqFu21mcOA,1,1,1
626acf119a79479d066d9242SSvYFHquR4urrgSMNgJlPA,1,1,1
6273be6a9a794701e15638e1wFZC0QAsTieDvZOWTkvoZw,1,1,1
62098f049a79473dde1e429dsvZ_Dew7To6brfXSP2KyHg,1,1,1
627567409a7947a05e7b63e4NcPS75KCRmGohrGZ1ohWag,1,1,1
621a39ba9a79472784f029d4kZ-LzugeScagNYbI2jd_Sw,1,1,1
62920bf09a79470995352ff0qvMxfPqbSouEXsIDnM49qA,1,1,1
627e39049a794780e888fda461iLbEPETJ-aYCtFRyj2yg,1,1,1
620cd76c9a7947f924cd55fc2hVCk7VwRQCql2BqdNiefg,1,1,1
628c4a409a794719136e4641ofOKsXyGSx-bRQBt2dIETA,1,1,1
623778729a79471210d877cb61yEul4ZSc6hc_qijFSUQQ,1,1,1
628f5ae49a7947afbe636b69Ox9UNiSkR-u1-8DQCV1NXA,1,1,1
620a0e4b9a7947622032b2fdOkvhuLt_R42LycJcXptudw,1,1,1
62599b589a79474816b31134QPApQzBPRC2x0Z3mGPXqeQ,1,1,1
623df60c9a794785f99458eeGJLrO3gPSHOXCfI_K389vQ,1,1,1
624415f39a794746af5b4997RutKCunYRmq6uCsgk4fQzQ,1,1,1
6258fee99a7947fbd388928bdMx_4-BgQVG1jYzsDsOFSA,1,1,1
6261abdf9a7947b9f07f1645pLaS_XQzSFOfci84qavb7A,1,1,1
627a79ca9a794741a4d101f70jFwoDyTReaOnMPkXg7e-w,1,1,1
625daa109a7947d655ab7d8e32TATnmBSFytElk2QPAFSw,1,1,1
6204e8209a79475e523a14e1cx8auC7DSXqEwnXZrPQLPA,1,1,1
620bdefc9a7947a293b07c72rNFee3OtSpqN7tylV9kRbQ,1,1,1
625d529f9a7947b0eeb8fe5elfM5eN1QRhmsvqC4whKxzg,1,1,1
61fd40689a7947811cca156erOChWJzhTu24waAQ9L5y8Q,1,1,1
6242a23c9a79473f6876c12axVxgmgl2SfSpoABg4UE1Kw,1,1,1
625540529a79472f38718797QdtHOcsISRqYDJZVBoJouw,1,1,1
624ed9479a7947c35099473fAkzilEV6RSmBT8CwRHLu5w,1,1,1
627513e39a79477f12bd670cWWiVAAPDTWCVYH7ZOZsqkA,1,1,1
627793a89a79471ab5df3e468ShJszpFRrWVOKP9ISIO8A,1,1,1
626fab2a9a79476651a922e4iKEKws5iS_Shf2sB0yy8mg,1,1,1
623ddc3f9a79477c209b05f5Vu9ZEA6aRXeWuFvW0_TmkQ,1,1,1
627f8b729a79475d3469d8d7-OqqQbk5Q7uAxSMOhFWXaQ,1,1,1
6270ab059a79479642af13bbLKLmVHTFTf-BEdj-FTT1BA,1,1,1
61fbbb8a9a79476b319e3b8b1VQb1DGaTge7b9meE9SHLQ,1,1,1
626cfac99a79474c4afe64973B06Y6HpSfK9By0ONkZf-w,1,1,1
626ac0e59a794798a4166763n9ZX6BUYTUixXngtUN6HjQ,1,1,1
625fcb6d9a794701195bdd47Gpc5vllNTPClhFrR3Kexow,1,1,1
6239468a9a7947a190cbfd019lpXKhvJS-aeq-mHN55QKQ,1,1,1
627d1a389a7947260b63c0f8zbIekDtETvWgg2pjQAxULQ,1,1,1
62692e9e9a794781ab2f5b6dKYyPswxJS5W_tK1RBxwxqg,1,1,1
626021db9a79472d5608c7cdBl4AdtRlTuaFWspIyqmJsA,1,1,1
6274bcfd9a7947577a04c021EG2w-E8CSNKdxVLmmErUMw,1,1,1
629358cd9a794751b4ab5bb2qQAsywhRR_CKV7oIlTbotg,1,1,1
624a77489a7947b94d38a8abW9ylHdJRQSuXKHxSNI-dRw,1,1,1
626bc86a9a7947ee20e92f21mFQIkXltR5aT-HDmZ4mWPQ,1,1,1
620c1a629a7947b5f8c6b464AhNURQrNTrGECfA75tz3nQ,1,1,1
6270c4909a79479e6b3f4717AYoNrYgGTRGQx4AgZZp1dQ,1,1,1
61fa8f6d9a794705a960ac2dDb8Ho_ijSveQWC-8LgluRA,1,1,1
628e41809a794756003c3c03Ez0XRxQaRtG0ZAYZAPIerw,1,1,1
62664dad9a794768808722733ihih2iwT-e2bZS8iVXG4g,1,1,1
6272e82b9a7947414a047844Ox6Q-lKoSvakuYEzO0WIOQ,1,1,1
61ff932b9a79471531e8c251FHrESq3vTge1g-qQKsIuaw,1,1,1
624b54f89a794715d2c23d3e8vDKQFZaTZagI8xrondBCw,1,1,1
62452b2b9a7947a16f21471dZhjyO7VBQ3ypo8NSL0lkyw,1,1,1
628beee39a7947035db27ca5gYwFVSilQsmvaBfii5R5nQ,1,1,1
625c1c2b9a79475812c2b623Z7wWy7Q5SBylqH_KGe4-rw,1,1,1
6206ddbf9a79479bd28c3f18sa7JyIxDQqmjU8PhfEVg7w,1,1,1
61fea6ab9a7947e10aa0bb56SAKzmOY7RXaZmyEyRLDDOw,1,1,1
628c9f289a7947368b563090haRy07xjTMqS83SESjxrWw,1,1,1
625e287f9a7947f2492e8784DO0KBDNySieK60nFnYRnlw,1,1,1
6239c48b9a7947da733b01fd6O6ynlm-QhSX8IBdnvjQ2w,1,1,1
6236705f9a79475f9aec8fb6icS7WvadQJy1Odo-EQvVIw,1,1,1
62751c6f9a794783ee88c6b4hQ0lzj5BSUmyoGVUg8jykw,1,1,1
625251f59a79474760b312e3NcbCw8XyQvKIpPMxxCqswg,1,1,1
62012f489a79471232abfc1dtH79Q1Y2Qk6Qxk9I483yqw,1,1,1
620b7cb99a79476a7e5d12f4MRFlpmZVTnqVy2j_LMnOAg,1,1,1
6243fa089a79473a1b33f9257gzP0xreRwCEwBIbrnMl2Q,1,1,1
627376c89a794766f63716b3iolxRnmrTJOLnJKS3NjWKg,1,1,1
6246693d9a794724db976848CbsxvUhEQcuZkweQukb24A,1,1,1
627f5a7e9a7947528a9e650c98I0c5K6SoibBNOskusK_w,1,1,1
61fba5f09a79476094251b23Oe2FEvIfTPK6mUUNjj-uKA,1,1,1
6204d4be9a79475469bba007xMxkWattR_ewhI94MWFjLg,1,1,1
620bc8919a794797fe506b3c9CuP9gjnRgGVcK8aSjhtuA,1,1,1
6206fb189a7947a269c82a25vWgYoXenQE62sTeH-Zlv8g,1,1,1
62876f759a79474ec54e9f70895LJkUJQYmkoys3u38C1Q,1,1,1
627e95149a7947261be50910uaj_udoMRMSDVaboi5pKtA,1,1,1
6277ca8e9a7947273cf18ac9z_DhhwpgTF-SnKY5nbGhHQ,1,1,1
624c81e39a79477f07b35590twkHzSvdTLSZEbbQLbGNPQ,1,1,1
6209105b9a79472094be9c01twpWia5NRkWmQwwQOl72sg,1,1,1
620cf6ab9a79470d82c82851pnLhLhxxTkm-g9O2bfmkpg,1,1,1
61faa46d9a7947124a0e4104XIDTflVsRiW8S7lilkXgRA,1,1,1
623a01c49a7947f46b56cdc5YLVCuCgVTjWv0WWKJRExfw,1,1,1
620df61e9a79475fe4702236gXQ9f0WIQAa3bEXYJLmLfg,1,1,1
626050649a79473cd8539ae91DG9f7VdSPuH9WVF-xZmtw,1,1,1
6267ecce9a794710147fdf0a1oYx6qwBTyOSmMlzdF5f-g,1,1,1
620446a29a794728959f0c70N1BWaHJyTFiE7fD1jEnIzg,1,1,1
627c10ed9a7947c3c02ca8c9pNyNL3AUSfSieZ_c8gBHTA,1,1,1
627cd35b9a7947fb54b676cbRJ2hV7MdR6qRkjHMT5HLHQ,1,1,1
6259e19f9a79475a9a96d9e4gKIy54DPQzC5moRXz5Iy3w,1,1,1
62022e4b9a79475fe8829e07hu1K8vFpRgqGsbrKHauq3A,1,1,1
62442ba49a794751543c4c0b0-Rl6NNqT5qHAtPHODw_xA,1,1,1
624dd6569a79477268d96457iwuPw-IsSou0n7k5ZQy9sg,1,1,1
628b4e749a7947c119cc2a8fawqRfbouSniPR83YEZ1mlw,1,1,1
628530959a79478e21e21410SvqzFGfxSFCclOm_2Yla4w,1,1,1
623964ae9a7947ac529b3cecpjpi_7HfRw2aJn1tbHRTPQ,1,1,1
623e1a9b9a794709f21b3177TUurT7aiSq66CDbzNmCOSg,1,1,1
623c75ca9a79474e7aed6091ofAUhZXPRZCdYXxcPQrv0A,1,1,1
628ae10c9a794799ba857b1785DVzSRYSS2skccwe9JagQ,1,1,1
620f9ac29a79478c79ac6dfaf87bOVpmQzCLfut9kC4-ag,1,1,1
624d51719a794733924d5992KXBmpzBZSo--o9KX5NORwA,1,1,1
625157159a79470f6c6c02d7xFRHCsWYT6KDuRm34_aKLw,1,1,1
62848f709a79474663e57c50YDPLG8jzTc-ioW73C3rlNA,1,1,1
624c2fd59a79475d82842b8dexWaNqt-QmKcchXKQ-8KNw,1,1,1
625a339b9a79476b0981f9e1-BECy_1oS520OsnkW0ezbw,1,1,1
624a9a259a7947c9a46b963aC_Ur37K3SyS8Pm-IwLzGdw,1,1,1
6290aa2b9a794729f7a773ecrQSrIOUoSBGGsYO_Si5DrA,1,1,1
62627c579a7947f76c812458o7WsEk0FT6WH_ieH_-MvoQ,1,1,1
628b6fba9a7947d2a6d056bchJQ6S5mJS46fF0jKX3x5Hw,1,1,1
625cc16d9a79477aec7df63bhqdiySyQSrWi0hTqaPbrJg,1,1,1
620bbdf69a794793388c806fO7vGKA6XQz21gxR4Avexnw,1,1,1
62531d8a9a794775d82e8771ABCtE67iQzexkBlejijvLw,1,1,1
62939c4d9a794763baa68dd0yGlLT7XsTnaEM9Oks-kuRw,1,1,1
625dd4ec9a7947ded60e530cfo9WUyOiRXiDeiIFBMeTpQ,1,1,1
6279c8929a7947183f1d15a0DdzcHGZ7SoGPpCct-Ep6nQ,1,1,1
6272498b9a79470469a7851dRgZB11IKSam4HM4ouj5Ndw,1,1,1
6202b7c89a79479f6d2bf518o9MRG_hvSkaFIRCbSXxLYA,1,1,1
620a5c229a794709896d28aaHmnrZGuVTPSsjYJUwp0XHA,1,1,1
6278e2489a794768c91e8fbfQb0WevikRuCyzSAjdyFYhw,1,1,1
6238f05a9a79478fb2bf107ci9NaRlJxSRqv9AvtFRca6A,1,1,1
6251e9269a79472eed62c56fcL1e_kkOSzaPHByGNlaTNA,1,1,1
62385c709a79475a79f44dadjgo7UF27She9PsQFxnuJhw,1,1,1
62500ad09a794730c6e37237pOEfO915R7e1kddxwz8Usw,1,1,1
62058c829a79471e2f9eaa264AezSV4GQ1SPC2EBjyR5wA,1,1,1
628865a99a7947117007f6a6a4139OruRxeP65ngcU4fzg,1,1,1
627510779a79477d7446150fQ1GT7Ij9TNieJwpj2gmZIA,1,1,1
620af96d9a79473d7ed2a4c7O6s1j9JqR-O721Fmz6cjdQ,1,1,1
61fc510b9a7947211e56d58fQZIOynlwRLuTDWj91lI-wg,1,1,1
6254851e9a7947fa90a76604v77xVklOQ42rEtwcSR4UIw,1,1,1
6273a8ed9a79477e8ee062263m-Gbh4OTViNMiFU6oEGDg,1,1,1
628dea699a794724d8d43f67BsKhj9sLREyQAm6xL395KA,1,1,1
62448c309a79478098e6e9c0PbGRKkpiTZmigc-RQcWG8g,1,1,1
6253c5ad9a79479dffea5955XWVPJk6OTUOpRafSX6B9lQ,1,1,1
628020f69a79477c7761af6bky4l_RmlTamDIipY_CybPA,1,1,1
620b9f1b9a79477dcdf737d8JDqCfRCdRgaDytmxcVijzg,1,1,1
6260b81d9a794750ed0e8dc2glmSuAU9RE6tm39YVsjTLw,1,1,1
6246bb5f9a794746705c0709Mizqp0DwSMStLqzkSXbHqQ,1,1,1
61fbced29a7947744c07d555gA80syYCQxyV1cti05U0ug,1,1,1
62584d5d9a7947ce84fde5ddSPUTw2GER9OddZZNfc12tQ,1,1,1
6246a9729a79473fc977c7f8YlLeUiCzTrGtomoY9x1CJw,1,1,1
620655149a794767f7a1d000ITZ8vsabSl6StoVie1qgEQ,1,1,1
62045ab39a79472bb2edb8caKMwB2BzUREmIVEHvidqchA,1,1,1
62448a7a9a79478045de65b81l4B1LYyRkqnmkrJDnf8WA,1,1,1
625fb1cd9a7947799839a7eaOo3OkYuET0CWovcQE7DXWg,1,1,1
6278af869a794756b6d7d392wz5SMLQNQRmWt5gHb3BrWw,1,1,1
628cd71c9a794753a19cbf4dwvu5317bTmmSTXZOSnIhSw,1,1,1
6242f6f09a79476b682f338fpShrp2GFT2qFckeWzCeFXA,1,1,1
61fd28b09a794772dc3b5a653kPVzFdrQZW3smB3jd4e1g,1,1,1
628e8f439a79476be44be71fZLNult8JSmOsifrBOJsVNQ,1,1,1
62574eb49a79476cdf120cb9H0jQnpAkS8GAgmkASAa4kg,1,1,1
620c9c129a7947d71135dec4l6LBkFpgRnOQlefPAAXShQ,1,1,1
625d56959a7947b32d724c979jfe6MBdRXSxOqGVdWqcTQ,1,1,1
6253314d9a79477a75242a86XtrIX-NJT_yqTQikdxLoKQ,1,1,1
6267ce309a7947fe0982b5d4t-ka-ziIQCC2hgqRfAgWxA,1,1,1
6208411a9a7947f281eeae90nDFknEnUTFKm1z95ezRTUA,1,1,1
62568a339a79471d62ff0248KH2ZxYkiSvSvxU2YzEdHLA,1,1,1
62588a309a7947df12b3f2baKMIER98WRletdIYec7xNeQ,1,1,1
6211557c9a794709e804c9c4bCSRFlc-TRGrr996sSNYCw,1,1,1
62755d9d9a79479d18b0479dgkex4a08TjCAa7-DiyfWrQ,1,1,1
6293b07f9a7947690d2ea3d2Huqdbjp_R-KmyxwCYo83FA,1,1,1
6269109e9a794771662579dfNSkGIq0cRduFM2aArVohsA,1,1,1
625dbc6f9a7947db36075b6eFRUNj4PAQmOqMZjqvbA3kw,1,1,1
620f534b9a79476248f9114bV_KQkXMDQIWwxZOihcP1dg,1,1,1
626127529a79477e32d928fa1o_-QxNKRDmCPxxDUvucuw,1,1,1
623903b59a7947954623ce3etgPCPDr-SOWlUUix5tg3NQ,1,1,1
626b06779a7947af936002dc-6ox0SZFSASVY7Vd-ihMhQ,1,1,1
62905b439a79470411a0d3e9YFX0XjlsS1yt-qXtcqZeJQ,1,1,1
626b34599a7947b965f20b160VjrpWPLT8KOu1vLP-U9mg,1,1,1
627279659a79471c9b6a5a85T67AQak8TIqAujk_DA_35A,1,1,1
628a229e9a79477460fa4a86XqfaWRXhSkCx9Hh_xOPCGw,1,1,1
625df5809a7947e9b33b13f1axjr75G1RfObp1U97fZewQ,1,1,1
6250ba009a794774d5559d17Z9S5y9EVQGKYb9UiDo5f4w,1,1,1
62926f069a79471e19fc0c31JoM9I2nqSnORH7Kmmhf5Kg,1,1,1
625d77ce9a7947c46ada8f1bar5yStcuTBqwmD__VQs8PQ,1,1,1
626386b69a79474a5f13bc7egSxs9WzkQSeoeqxFjYGObA,1,1,1
623ce1459a79471f710937378GPW6QH0QAGrSVrp6FWdmQ,1,1,1
61f868369a794734d3676debVs2iIIciSA6EqdWOm_UXjw,1,1,1
6242598e9a79472b861a6782hAC-WTobSdeP_LktohgDGQ,1,1,1
6272665b9a794713ec6698ddyE4x4XF6Tn60z62NQMRtiQ,1,1,1
624fe71d9a79471fc73dff10UBVRg7yeSU65VdDtyCmmRQ,1,1,1
6290a2f69a79472723bd6b53l2Df_ivVSQ-LHsMljg5qQA,1,1,1
628c6ebc9a794722f8cc2865h-NRsAXMS9OcRHRwbmXG-g,1,1,1
628f8cc39a7947cd8caf79a1KTTFPTYkRSqh_7b5qlq_Pw,1,1,1
628bbe5d9a7947f5c79d881e9vsmYI52QgGpsu43VsLG7A,1,1,1
62524e919a794744267ce437xqZYKvMKTzWxqPR8YtqYmQ,1,1,1
61fb63d19a7947406a7d9269Q1R-Rv9lT-2eqitAq6YgHQ,1,1,1
623737d59a79470442e59e7aMWUd-hH_QROPxNinSAcbaw,1,1,1
626549269a794728de9eb339VB_Pb9ptR0uAjzcCac2HFg,1,1,1
627240bf9a7947ffa582d70eaC57worFQI27xNmBVg66yQ,1,1,1
628782809a79475899fb9089ELsmmTAVSgmagkllGfbNiA,1,1,1
6262a4a19a79470b3cefae8et4DKVfqrT76tTd9rWNQiPA,1,1,1
61fa63639a7947eaf6c89262x00hpl1TSA2779YNLI1lqA,1,1,1
621a39ba9a79472784f029d4s2cZlUpoSQ2r6oOJlO_vlw,1,1,1
627a36cf9a79473028aae389QSduK3uyQEiI5mwl8pb6Dg,1,1,1
6244ee199a794798d94f6ca9Lb6TiSw8QIu7puuX5d7e8Q,1,1,1
6204fdfb9a794768c122753386-0jQRMRImZeVvgiHZFIg,1,1,1
6265d2b69a79474638b2400cFCuGAeo3RMqC5ZXD_WsDtg,1,1,1
625f60e49a79475f2a9c5c679woWX7jcQLavSQsUkUyadQ,1,1,1
61fbe5129a794781bb03a3c50YrCSHXGT3qhE37LE7pZ0A,1,1,1
628ec9b89a79477b51ab5201rzxV2z1QTyqcQnhVA-jOMw,1,1,1
62063af59a794758b85bce12DVEfRtzOQYiU7W3rLgoXXQ,1,1,1
627587679a7947a7ac5325e6E1yk-uEURaCa68satH7Zfw,1,1,1
625dedb79a7947e5f4ccbfaeqmSOA4_CQdioIIFPoJYjUg,1,1,1
62459cd39a7947da18828b43bVbN7kVTQAWoBpN5gC4gzg,1,1,1
628026ab9a79477c05feeb4doXA__582TEGi5sxiq8yk_A,1,1,1
62652f2c9a79472370482ee9tA6UZqmBRmqEzvStbhUYfg,1,1,1
62507f339a7947656b240e6bOD9oHRb_R3ul9ZNSG5WdBg,1,1,1
626be7a39a7947feb5f22d88MzjqlyBWTsqsASk6q7SsiQ,1,1,1
624c1a929a794753675f8af6cCZf0NaAQLS7UDQ5YCrorQ,1,1,1
626b88429a7947ce621a287f1RXUP-uLRAOKvkvIhZC09A,1,1,1
626ac3779a79479aa013a29c_Btg9QbgSfqd0q27EiuhSg,1,1,1
628e33e99a79474de2422a1b9YgzMVTxTbatG9208-MOsw,1,1,1
6207f0659a7947deeb962223Q5N_g6U3SXqrfCtDnz9fsg,1,1,1
627e361d9a79477f32054429bs2WvTBeSJWBkH_hnQ26YA,1,1,1
626c81079a79473035d7df94zGCKcaaoQXGNGTCQfNfcqg,1,1,1
626611f49a794751939f5a754LuOToWFRdukgSG0ZVIPyg,1,1,1
62862cd59a7947dea681ce44wx0s4I-ISbKwBODJ-XZuxQ,1,1,1
6263b0ed9a7947535a150757nDBzWejYQiu2alTLaHVg6w,1,1,1
61fa2ad89a7947cfa81ad0dbv1SGoKRiQDKWY32oWiHEWg,1,1,1
626bbb7a9a7947e8de3a5e27wjdZtz8UT7q4sSk3xMy7Ig,1,1,1
626cd6e99a7947432a5b5464DwB3caEjR0Gqts-SQresZg,1,1,1
6257e87f9a79479c5fe2e328KF-hjd09RJCW-IOC8fIPPw,1,1,1
620cd0ab9a7947f3cd81e2b2d4FQqYJuQMiJ1fMcfyrP2g,1,1,1
626470e49a79477ee916d1b1Ft1UrGTCTJ6-FTkKESP-FQ,1,1,1
624a38539a7947ac5738c78c6r15qnOrR3aOgwK3kocwfg,1,1,1
6209d6af9a79474d34a2b07dTkItvvR0SSOTXJZkDOkMlg,1,1,1
61f8e38e9a79475447c45e13EnKFaoAYTiyPoc6WrEv_jQ,1,1,1
62067e149a79477af8272ca4oDSRXYtrT2CSLoF63j-DZA,1,1,1
6242fffd9a794771c9127d53qSJ8SPrFTeK2J43YGBlj-w,1,1,1
627271709a7947187462794cfWATN0MfQfGOHO_vBXDQPg,1,1,1
61f8ef159a79475b00a6d60bvfPXan75RKS7EN1mfjUq0A,1,1,1
62897f829a79475296bac1bbJ4q0MUf4R_CnZe7QOdarTw,1,1,1
626560059a79472e0a1201e6RA3MzzmkT3SypmXJBc9qcQ,1,1,1
624c4a329a79476a44c38ad8VPElgsPVRZ-S7Q0vFnfvAA,1,1,1
627e480d9a7947021bc8022e4UNoztPhSc6jl6eH0GeOmA,1,1,1
6283a7a39a794704b0c988c7KHK82AF6RDmCMgz2hUoaKA,1,1,1
626b45949a7947bd590dccabYi169ozYTnGHgzB0Uafcog,1,1,1
62105db39a7947cd61a34f87nMkbv0L3SG2AuG6btPAoIg,1,1,1
626d13929a794753377ba4baObKsSpyRSMSjtRk02JfUkg,1,1,1
627c769c9a7947d6d77cd3d6-PoSfGw8Qe6gWpY0I-sdsg,1,1,1
626a71929a79476e0c2d99e015yLhPGqTJChbKHpbv-_2g,1,1,1
6275ecf49a7947bd5aaca01dRx1fEDKRTtqPZSi120dCPA,1,1,1
625fd5bc9a79470604867416JpbUAXLrRw2XUF79EfJpVw,1,1,1
624568259a7947bf2f7c0ab0QHly7bwwSR-zHkgpRtL6aw,1,1,1
6253fd8e9a7947ba05cadab5sXp89miSTZKeHxlxqPosxg,1,1,1
620161a89a794725a543b0ecCwDeAkRRQ8GKo2LBg53SkQ,1,1,1
625413939a7947c5094a94a9AygaUl2oSGaGvhFKgKlaBQ,1,1,1
627d70199a7947415484181a4qJG0WUATvayY7wMwppTew,1,1,1
624ea8489a7947aab38668a1f5dkNL-8TweluLylJFNjJg,1,1,1
623ffd4b9a79477586d550c3sHI-oYP_S3SsoAb_i2WjFQ,1,1,1
624c2bf39a79475bf38a9858sb79Zj2tRjm7pfPycJelng,1,1,1
620e296e9a79477aed0db056N0p6Oa6OQLqrGCB1_nrRuA,1,1,1
624020969a79477e8b913120mSP-eWSgSHSkOm5eKRDXtw,1,1,1
6200dd809a794770a6b6c513xD91aEUzQOiYN-sVGxD3oQ,1,1,1
627a45069a79472f223c2e03c-TNT5ncTW2KklFO8rGzIg,1,1,1
620b70f79a794764fbc63623c2PXAXAZToiuhyQGuWpYAQ,1,1,1
620eebf49a7947447c9fcae4RcCJ9KLvR12mFKdUuz2law,1,1,1
6200b7e59a79475fba49cc2fag-dfLSNQAiEzI2BGOQOng,1,1,1
6267b5829a7947f230308791QgxvwvhYR6mafyQwITasHQ,1,1,1
628fb7ec9a7947e0232eb380cpUF_32gSS6tVUWe3LbVtQ,1,1,1
628d7ed89a7947055c0396e2HTpjbAycQqeMnsJsXiEI_w,1,1,1
6209ee7b9a794753ae05667cbMrgRmw6S1OycVt8QvWihQ,1,1,1
61fa43ca9a7947d926586f0dVfLYfb70TpusJGzTmwimGQ,1,1,1
628f8e939a7947cee1dea183muU9rOPbTXq96BqxxjXQdg,1,1,1
6270c6599a7947a163947989LKLmVHTFTf-BEdj-FTT1BA,1,1,1
620fbad59a79479faca6845eGv6LOXD8Qd64YyucoTJjMg,1,1,1
6273a0619a79477a0071ad0c-nFRqseTQ92x_cFW05tj9w,1,1,1
628f3a439a79479e80413041YFzleznKTW-SLoCCLL2GjQ,1,1,1
624a923a9a7947c42c98a7eev3oYlSnjSk2osQY7I-xylg,1,1,1
6240ae529a7947a09dde7c6dXxfIesAYQJeUPl_sWPVsNA,1,1,1
628b89289a7947dea581b4e1S_383TSJTxO2CL2wNdoNFA,1,1,1
624c221d9a7947574c1c2c92U9yyThrmRnC4XVodgnUdTA,1,1,1
625ceef69a79478726236a6csoqrHM6OQSWRWU5tVgvNFA,1,1,1
624af5379a7947f348bf3abbdPFgXNadSlKCcz1mngOafQ,1,1,1
620cfa829a79470fb4440f7eyaV_vyDZRSaHj-v_NQlQiQ,1,1,1
627380279a79476b6330dcedzIjlewVrS2aUdQOayZNReA,1,1,1
628e68bc9a79476463f1962bXWWjXZadRza9PeAUgtJEyA,1,1,1
61f401bf9a79478e78ad4472mIKC6AwNQeGxuJr3-ys13w,1,1,1
61fb4c579a79473b3169db96niluZ2GnSNm0WvhqsUVsnQ,1,1,1
6286169b9a7947d2962352f3N8DQoi6-S9mOsr31JYctrg,1,1,1
625460539a7947ef99c4dce14HPKGMNISOezAEdiw_Hc9A,1,1,1
6280af2a9a79479afa57e1fbCJLPA2x4TKu6vftsLXRVPQ,1,1,1
627290a49a794728e730d24fsLPRGlDYTsubSM4seqxTaw,1,1,1
620349c59a7947c242705cf3NHNco8bQSRe_05Pzsd1JVg,1,1,1
6250f45b9a79477fb30cf78a-Uj2qyp7RLCA-OXQ2EcCoA,1,1,1
6242d9f89a79475a605dfb5dwPvSNXK9Qs62kMuuogzulQ,1,1,1
627fab7e9a7947644dffbc48axJ9b_nrRkC4np1J5K22qw,1,1,1
62552ab19a794726a8767885R24P3a0zQzaHwz9cRexrjA,1,1,1
62655a5c9a79472c92876a266sUiV1rgTWiiMANlDNrUlA,1,1,1
62544e1c9a7947e9895bcb1dNiGOdMS-RMWuwbsrM0kgog,1,1,1
620fb0cd9a794799ba396bbfGv6LOXD8Qd64YyucoTJjMg,1,1,1
629015379a7947f7d2248ba75L0dsm8bS7KbjNet5NumCA,1,1,1
624740849a79478289afb613k_AJz9lDRMOkdliSEmh9Bg,1,1,1
625f560c9a79476162c28e20a2y4K1BBSbquQh-zGHNYrg,1,1,1
6240561a9a79478c4478fc40xx6rGHD0Qj26smoRIHT92g,1,1,1
6238ec319a79478fa5663080Q4M4m_VKSeuZ8WgNh6XGHA,1,1,1
629115ca9a7947583a8b9fe368d7dowGT-W2WMBowl2qYA,1,1,1
626280779a7947f9d379a66eQO-IQcauSS6TD1ZYz2sZSA,1,1,1
61fe68ac9a7947d0857bb0f8vO1lIZGVSA6bcD86zFD_GQ,1,1,1
61fe1b809a7947bbeacabd26FnCwBsB1Tsq9KDZkyVEsBQ,1,1,1
625559b19a79473be3d198demle4pYrESdynz4ya8NG_8A,1,1,1
623a42f49a7947092e9f8a6byyO-cdUwQK2SyNATEJw4Hg,1,1,1
626bf26c9a79470413e86c238-W8GFvkTXuW7hxMP77P0A,1,1,1
61f941149a7947894c2fbb9a4aGMxJqdQFmKJ44LVLqUXw,1,1,1
620accc59a794736e1b20feeD4se5QmhR_m7h0nvhhfXGQ,1,1,1
6206fbf89a79479ef75629c4Bb9TGlIXRn-TsV_-UmiJEw,1,1,1
6264a9c99a79470995931e77L0DAECIHQJ-Fa3OcueCY-Q,1,1,1
6206e7ca9a79479cd58c405eAvWxtqguRBS0GXyfGqbkJQ,1,1,1
627987219a794709100d7940nPdCzO9hQWCTMTyOertzUQ,1,1,1
6273ffad9a79472633df93bdZ7tKCRvXTVm1LaK6yWFknw,1,1,1
61fd82769a794798067eaf9875YFtSwpTVu6ljJd_ycvyQ,1,1,1
